text,true_label,predicted,confidence,text_length,length_bin,confidence_bin,error_type
"Text of Nobel Peace Prize award to anti-nuclear campaign ICAN OSLO (Reuters) - Following is the text of the Nobel Peace Prize award on Friday to the International Campaign to Abolish Nuclear Weapons: The Norwegian Nobel Committee has decided to award the Nobel Peace Prize for 2017 to the International Campaign to Abolish Nuclear Weapons (ICAN).  The organization is receiving the award for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons. We live in a world where the risk of nuclear weapons being used is greater than it has been for a long time. Some states are modernizing their nuclear arsenals, and there is a real danger that more countries will try to procure nuclear weapons, as exemplified by North Korea.  Nuclear weapons pose a constant threat to humanity and all life on earth. Through binding international agreements, the international community has previously adopted prohibitions against land mines, cluster munitions and biological and chemical weapons. Nuclear weapons are even more destructive, but have not yet been made the object of a similar international legal prohibition. Through its work, ICAN has helped to fill this legal gap. An important argument in the rationale for prohibiting nuclear weapons is the unacceptable human suffering that a nuclear war will cause. ICAN is a coalition of non-governmental organizations from around 100 different countries around the globe. The coalition has been a driving force in prevailing upon the world s nations to pledge to cooperate with all relevant stakeholders in efforts to stigmatize, prohibit and eliminate nuclear weapons. To date, 108 states have made such a commitment, known as the Humanitarian Pledge. Furthermore, ICAN has been the leading civil society actor in the endeavor to achieve a prohibition of nuclear weapons under international law. On 7 July 2017, 122 of the UN member states acceded to the Treaty on the Prohibition of Nuclear Weapons.  As soon as the treaty has been ratified by 50 states, the ban on nuclear weapons will enter into force and will be binding under international law for all the countries that are party to the treaty. The Norwegian Nobel Committee is aware that an international legal prohibition will not in itself eliminate a single nuclear weapon, and that so far neither the states that already have nuclear weapons nor their closest allies support the nuclear weapon ban treaty.  The Committee wishes to emphasize that the next steps towards attaining a world free of nuclear weapons must involve the nuclear-armed states. This year s Peace Prize is therefore also a call upon these states to initiate serious negotiations with a view to the gradual, balanced and carefully monitored elimination of the almost 15,000 nuclear weapons in the world. Five of the states that currently have nuclear weapons   the USA, Russia, the United Kingdom, France and China   have already committed to this objective through their accession to the Treaty on the Non-Proliferation of Nuclear Weapons of 1970. The Non-Proliferation Treaty will remain the primary international legal instrument for promoting nuclear disarmament and preventing the further spread of such weapons. It is now 71 years since the UN General Assembly, in its very first resolution, advocated the importance of nuclear disarmament and a nuclear weapon-free world. With this year s award, the Norwegian Nobel Committee wishes to pay tribute to ICAN for giving new momentum to the efforts to achieve this goal. The decision to award the Nobel Peace Prize for 2017 to the International Campaign to Abolish Nuclear Weapons has a solid grounding in Alfred Nobel s will.  The will specifies three different criteria for awarding the Peace Prize: the promotion of fraternity between nations, the advancement of disarmament and arms control and the holding and promotion of peace congresses. ICAN works vigorously to achieve nuclear disarmament.  ICAN and a majority of UN member states have contributed to fraternity between nations by supporting the Humanitarian Pledge. And through its inspiring and innovative support for the UN negotiations on a treaty banning nuclear weapons, ICAN has played a major part in bringing about what in our day and age is equivalent to an international peace congress. It is the firm conviction of the Norwegian Nobel Committee that ICAN, more than anyone else, has in the past year given the efforts to achieve a world without nuclear weapons a new direction and new vigor. ",0,1,0.720309936122384,4626,very long (2K+),moderate (0.6-0.8),False Positive (Real->Fake)
"¿Qué bolá? Obama jokes with Cuban humorist in video HAVANA (Reuters) - U.S. President Barack Obama tried out his comedic chops with some Spanish in a video he made with Cuban humorist Pánfilo ahead of a historic visit to Havana. Obama, who has won praise from professional comedians for his comic timing, is due to arrive in Cuba on Sunday. He shot a segment from the Oval Office in which he pretends to have a conversation with Pánfilo in Cuba. The two sides of the call were edited together in a video playing on the Havana U.S. embassy’s social media feeds and the YouTube channel of an official Cuban media outlet on Saturday. (bit.ly/1WyRvHZ) Pánfilo calls Washington looking for a weather forecast for Tuesday’s exhibition game between Cuba’s national baseball team and the Tampa Bay Rays, a game Obama will intend. Instead of getting the weather service he ends up on the phone with Obama, asking if he is really speaking with the president. “Yes, the real Obama. Who’s this?” the president says. “I’m Pánfilo from Cuba.” “The real Pánfilo? From the TV show?” Obama asks. Pánfilo is shocked the president knows him, and Obama pretends to be equally star struck. “No me digas. ¿Qué bolá?” Obama says in Cuban slang. (“You don’t say. What’s up?”) Pánfilo then engages the U.S. president in his trademark gentle social satire of Cuban life, joking about old cars and cramped living quarters. ",0,1,0.9899568397892218,1396,long (500-2K),confident (0.8+),False Positive (Real->Fake)
"UNIV Of GA PROFESSOR Allows Students To CHOOSE THEIR OWN GRADES To Help Alleviate Stress A University of Georgia professor has adopted a  stress reduction policy  that will allow students to select their own grades if they  feel unduly stressed  by the ones they earned.According to online course syllabi for two of Dr. Richard Watson s fall business courses, he has introduced the policy because  emotional reactions to stressful situations can have profound consequences for all involved. As such, if students feel  unduly stressed by a grade for any assessable material or the overall course,  they can  email the instructor indicating what grade [they] think is appropriate, and it will be so changed  with  no explanation  being required. If in a group meeting, you feel stressed by your group s dynamics, you should leave the meeting immediately and need offer no explanation to the group members,  the policy adds, saying such students can  discontinue all further group work  with their remaining grade being  based totally on non-group work. Similarly, when it comes to  tests and exams  for Watson s  Data Management  and  Energy Informatics  courses, all will be  open book and open notes  and  designed to assess low level mastery of the course material  (the  Stress Reduction  section has been removed from both syllabi, but an archived version of the  Data Management  syllabus has been provided here).Finally, for in-class presentations, Watson will allow  only positive comments  to be made, while  comments designed to improve future presentations will be communicated by email.   For entire story: Campus ReformPerhaps someone should give the good professor a ticket to Afghanistan so he can spend time with some of our young, brave, college-age troops who don t get to chose their next assignment because it might be  too stressful  for them.Parents of these students need to start speaking up. We are raising a generation of marshmallows who will have no idea how to handle stress in real life situations. We as a nation, will have no one to blame but ourselves for raising an entire generation of coddled snowflakes with absolutely no coping skills.",1,0,0.06520673032878208,2171,very long (2K+),uncertain (<0.4),False Negative (Fake->Real)
"BREAKING: U.S. SUPREME COURT JUSTICE ANTONIN SCALIA Found Dead In TX Antonin Scalia was one of our most reliable, conservative US Supreme Court Justices. Pray for our nation Conservative U.S. Supreme Court Justice Antonin Scalia has died, setting up a major political showdown between President Barack Obama and the Republican-controlled Senate over who will replace him just months before a presidential election. On behalf of the court and retired justices, I am saddened to report that our colleague Justice Antonin Scalia has passed away,  Chief Justice John Roberts said in a statement on Saturday, calling Scalia, 79, an  extraordinary individual and jurist. Scalia s death was first reported by the San Antonio News-Express, who said he had apparently died of natural causes while visiting a luxury resort in West Texas.Appointed to the top U.S. court in 1986 by President Ronald Reagan, Scalia was known for his strident conservative views and theatrical flair in the courtroom.Obama, who is traveling in California, extended his condolences, and the White House said he would have more to say about Scalia s death later on Saturday.The U.S. president will face a stiff battle to win confirmation of a nominee to replace the dead jurist, with Republicans likely to delay in the hope that one of their own wins the November election.Obama could tilt the balance of the nation s highest court, which now consists of four conservatives and four liberals, if he is successful in pushing his nominate through the Senate confirmation process. Conservative Justice Anthony Kennedy sometimes joins with the liberals on high profile issues, including gay rights and the death penalty. Justice Scalia was an American hero. We owe it to him, and the nation, for the Senate to ensure that the next president names his replacement,  Senator Ted Cruz of Texas, a Republican presidential candidate, said on Twitter.The court is set to decide its first major abortion case in nearly 10 years as well as key cases on voting rights, affirmative action and immigration.POSSIBLE REPLACEMENTSScalia s replacement would be Obama s third appointment to the nine-justice court.Obama s first two appointments to the court, liberals Sonia Sotomayor in 2009 and Elena Kagan in 2010, both experienced relatively smooth confirmation hearings in the Senate, which was then controlled by Democrats. Sotomayor was approved by a 68-31 vote and Kagan by 63-37.The battle over Scalia s replacement will be different, with Republicans now in charge of the Senate and keen to exert their influence over the process. Obama is likely to be forced into picking a moderate with little or no history of advocating for liberal causes. Via: Yahoo News",1,0,0.003706059082471417,2715,very long (2K+),uncertain (<0.4),False Negative (Fake->Real)
"Alabama speaker convicted of ethics charges, removed from office (Reuters) - Alabama House Speaker Mike Hubbard, a powerful figure in state politics, was found guilty on Friday of using his elected office, along with his former post as chair of the state Republican Party, for personal gain, local media reported.  After seven hours of deliberation, a Lee County jury found Hubbard guilty of 12 of the 23 felony ethics charges he faced, convictions that automatically removed him from office, according to Alabamanews.net. “This should send a clear message that in Alabama we hold public officials accountable for their actions,” state Attorney General Luther Strange said on his website. Sentencing for Hubbard is scheduled for July 8. He faces 20 years in prison, Alabamanews.net reported. Hubbard’s attorneys told the news website that they would appeal the convictions. Hubbard was indicted by a state grand jury in October 2014 on charges of using his elected office, along with his former post as chair of the state Republican Party, for personal gain. Hubbard helped guide Republicans to majorities in both houses of the state legislature in 2010 for the first time in 136 years before his indictment.  ",0,1,0.7932096711485046,1210,long (500-2K),moderate (0.6-0.8),False Positive (Real->Fake)
"“G#d d*mn America”: DISTURBING PHOTOS Illustrate Obama’s “Diplomacy” Failure In Iran Yes this massive protest against America just happened today! Thousands of Iranians burned the American flag and chanted slogans Wednesday as they marked the anniversary of the seizure of the U.S. Embassy in Tehran by militant students 36 years ago.The annual state-organized rally drew greater attention this year, as Iranian hard-liners look to counter moderate President Hassan Rouhani s outreach to the West following a landmark nuclear deal reached with world powers in July. An Iranian official also chose the occasion to announce the arrest of an unspecified number of allegedly pro-American writers.The hard-liners fear Rouhani s efforts to improve relations will pave the way for the United States to undermine and eventually dismantle the Islamic republic formed after the 1979 revolution.On Nov. 4, 1979, militant students stormed the U.S. Embassy compound and took 52 Americans hostage after Washington refused to hand over the toppled U.S.-backed shah, Mohammad Reza Pahlavi, for trial in Iran. The students held the hostages for 444 days, and the two countries have had no diplomatic relations since then.Protesters on Wednesday carried placards reading  political and security penetration is forbidden.  They pumped their fists in the air, shouting  God damn America,  and  No compromise, no surrender to U.S. Others carried banners rejecting U.S. fast food chains McDonald s and Starbucks. Authorities recently closed a newly opened knock-off of KFC, saying it was unlicensed.Hard-liners view fast food outlets and other American products as part of a  cultural invasion  by the U.S. aimed at undermining Islamic rule and public morality.Foreign firms are poised to return to Iran following the lifting of international sanctions under the nuclear deal, but it remains unclear whether American brands will be allowed in.Iran s state TV showed similar demonstrations in other Iranian cities to mark the occasion, known as the  National Day against Global Arrogance. Wednesday s rally in Tehran also saw State Prosecutor Ebrahim Raeisi announce that the intelligence department of the elite Revolutionary Guard had detained a number of writers. The intelligence and security forces identified and cracked down on a network of penetration in media and cyberspace and detained spies and writers hired by Americans,  he told the rally, without elaborating. Under no circumstances will we allow penetration of Americans in economic, social and cultural areas,  he added.Iran has arrested a number of activists, journalists and artists since Rouhani s 2013 election and currently holds four Iranians with U.S. citizenship, including a Washington Post reporter. Analysts say the arrests are the work of hard-liners in the judiciary and the security forces. Via: AP News",1,0,0.30018294183216865,2862,very long (2K+),uncertain (<0.4),False Negative (Fake->Real)
"Clinton aide Abedin leaves husband Weiner after sexting report WASHINGTON (Reuters) - Huma Abedin, one of Democratic presidential candidate Hillary Clinton’s top aides, said on Monday that she was separating from her husband, Anthony Weiner, after a sex scandal similar to an earlier incident that led him to resign from the U.S. Congress. “After long and painful consideration and work on my marriage, I have made the decision to separate from my husband,” Huma Abedin said in a statement.   “Anthony and I remain devoted to doing what is best for our son, who is the light of our life. During this difficult time, I ask for respect for our privacy,” Abedin added. Abedin’s announcement follows a New York Post report late Sunday that Weiner recently sent photos of his boxer-brief-clad genitals – one while he was in bed with their toddler son – via Twitter to another woman. The photos were part of a months-long exchange between Weiner and the woman and many of the messages were sexual in nature, according to the Post report. Weiner resigned in June 2011 from Congress, where he represented a New York City district, followed a sexting scandal in which he accidentally posted an explicit photo of himself on his public Twitter timeline instead of via a direct message to a woman, as he had intended. When Weiner made a second unsuccessful run for New York City mayor, explicit photos surfaced in July 2013 that he had recently sent under the pseudonym “Carlos Danger” to a young woman in Indiana. Weiner said he had undergone therapy after the first sexting scandal, according to media reports. In recent months, he has taken care of the couple’s toddler son. Abedin often travels with the Clinton campaign. Clinton’s Republican rival, Donald Trump, said in a statement, “Huma is making a very wise decision. I know Anthony Weiner well, and she will be far better off without him.” Abedin first worked for Clinton in the 1990s as an intern when Clinton was first lady. She was a personal aide to Clinton during her successful 2000 campaign for U.S. Senate. Abedin worked on Clinton’s first, unsuccessful White House bid in 2008 and served as her deputy chief of staff at the U.S. State Department. She is now the vice chair of Clinton’s presidential campaign.  Weiner served in Congress, representing his district in New York City from 1999 to 2011. His first unsuccessful run for New York mayor was in 2005. ",0,1,0.6088422021756172,2415,very long (2K+),moderate (0.6-0.8),False Positive (Real->Fake)
"TRUMP’S RIGHT AGAIN: North Korea Says It Just Tested The ‘H Bomb Of Justice’ After Nuclear Test [Video] Donald Trump is right again: He warned in a Presidential debate that no one was paying attention to North Korea. Well, North Korea just tested a hydrogen bomb so big that it registered as a 5.1 earthquake. Yes, we might want to pay more attention to them North Korea wanted what it called  the H-bomb of justice  as protection from the  ever-growing nuclear threat and blackmail by the U.S.-led hostile forces, The Wall Street Journal:An earthquake hit North Korea early Wednesday near the site of the nation s previous nuclear tests and South Korean experts said the seismic activity appeared to be triggered by a man-made explosion.North Korean state radio said Pyongyang would make an  important  announcement at 12 p.m. North Korea time, according to Seoul s Unification Ministry, which monitors its neighbor s media.The U.S. Geological Survey reported the magnitude of the quake at 5.1, with the epicenter in the northeast of the country, 49 kilometers (30 miles) from the nuclear test site of Pyunggye-ri.North Korea s last nuclear test in February 2013 was of the same magnitude. In December, North Korean leader Kim Jong Un said the country was ready to detonate atomic and hydrogen bombs, according to state media.AT THE 54:28 MARK TRUMP SPEAKS ABOUT NORTH KOREA: Ted and I have spoken, a lot of us have spoken, because we re talking about Iran -and they are bad actors   bad things are going to happen   but in the meantime you have somebody right now in North Korea who s got nuclear weapons, and who is saying almost every other week  I m ready to use them , and we don t even mention it. ~ Donald Trump Via: Conservative Treehouse",1,0,0.10193276405484207,1747,long (500-2K),uncertain (<0.4),False Negative (Fake->Real)
"PRESIDENT TRUMP Looking at Executive Action on Obamacare Remember during the effort to get Obamacare passed when Nancy Pelosi said: We ll go through the gate. If the gate s closed, we ll go over the fence. If the fence is too high, we ll pole vault in. If that doesn t work, we ll parachute in but we re going to get health care reform passed for the America people. (at 1:10 mark)Well, now if looks like President Trump might  parachute in  to get rid of Obamacare U.S. Senator Rand Paul said he spoke to President Donald Trump by phone about healthcare reform on Monday and told the president he thought Trump had the authority to create associations that would allow organizations to offer group health insurance plans.Paul, a Republican, told reporters that Trump was considering taking some form of executive action to address problems with the healthcare system after the Senate failed last week to pass a measure to reform the system.Allowing groups like AARP, which represents retirees, to form health associations could enable individuals and small businesses to form larger groups to negotiate with health insurance companies for lower rates.Via: Reuters ",1,0,0.02209773711047589,1165,long (500-2K),uncertain (<0.4),False Negative (Fake->Real)
"LOONY CALIFORNIA SECESSION Group Proclaims They’ve Opened An Embassy…In Russia [Video] California gained an embassy in Russia last weekend, at least in the eyes of those who have promised to seek a statewide vote on secession, nicknamed  Calexit,  in 2018.Louis Marinelli, a San Diego resident who is the leader of the group promoting an effort to turn the state into an independent country, organized the Moscow event that was publicized on social media. We want to start laying the groundwork for a dialogue about an independent California joining the United Nations now,  he said in an email Monday.Read more: LA Times",1,0,0.03133449979504634,621,long (500-2K),uncertain (<0.4),False Negative (Fake->Real)
"NORTH KOREA: Trump’s Recklessness Could Trigger All-Out Conflict on Korean Peninsula  21st Century Wire says Washington s muscle flexing seems to have taken on a life of its own as the shadow of US neocolonialism falls over much of the world with increasing intensity. In Syria, the US is lashing out, lawlessly, at the bastion of resistance that has been denying its objectives for almost seven years. Now, the US secretary of State, Rex Tillerson has declared that China should  exert much greater economic and diplomatic pressure  on North Korea to step away from its nuclear and missile programmes. Footage of a reported, massive  live fire  drill conducted by the North Koreans in April 2017 gives some indication of what the US might face if this  escalation  is magnified beyond recall, by the usual suspects at Fox News and CNN This report is from Peter Symonds of WSWS:In what amounted to a barely disguised threat, US Secretary of State Rex Tillerson yesterday declared that China had to  exert much greater economic and diplomatic pressure  on North Korea to abandon its nuclear and missile programs, if it  wants to prevent a further escalation in the region. In other words, if Beijing fails to rein in the Pyongyang regime, the US could resort to military measures.Tillerson s remarks followed a top-level meeting in Washington between him and US Defence Secretary James Mattis and their Chinese counterparts China s foreign policy chief Yang Jiechi and General Fang Fenghui, chief of the People s Liberation Army s joint staff department.Tillerson called on China to make greater efforts to halt  illicit  revenue streams to North Korea that allegedly help fund Pyongyang s military programs. Just last week, he told a congressional committee the Trump administration was  at a stage  where  we are going to have to   start taking secondary sanctions that is, penalise countries and corporations that engage in economic activities with North Korea.Unilateral  secondary sanctions  imposed by the US would, above all, fall on Chinese companies. China is, by far, North Korea s largest trading partner. US officials and the media have repeatedly accused Beijing of failing to do enough to choke off trade and finance with the Pyongyang regime. Any penalties against Chinese individuals or entities would quickly sour relations between the US and China.Just before the talks, US President Donald Trump signalled that time was running out for China to force North Korea to bow to US demands.  While I greatly appreciate the efforts of President Xi [Jinping] and China,  he tweeted on Tuesday,  it has not worked out. While Tillerson s remarks indicate the US continues to pressure China for action against North Korea, Trump s tweet is a warning that the US will resort to other measures including military action if there are no results.Asked about Trump s tweet, Defence Secretary Mattis told the joint press conference with Tillerson:  What you re seeing I think is the American people s frustration with a regime that provokes and provokes and provokes and basically plays outside the rules, plays fast and loose with the truth. Mattis denounced Pyongyang in particular for the death of Otto Wambier the American student imprisoned in North Korea who died on Monday after being flown back to the US last week. The Trump administration is considering a ban to prevent Americans from visiting Pyongyang. Three other US citizens are currently jailed in North Korea.The comments of Mattis and Tillerson suggest that relations with China could deteriorate rapidly, especially if North Korea conducts another nuclear test or a long-range missile launch. In comments to CNN, unnamed US officials claimed this week that satellite imagery showed new activity at North Korea s underground nuclear test site and suggested that a sixth nuclear detonation could be imminent.Ahead of yesterday s talks in Washington, US State Department officials indicated that Mattis and Tillerson would press their Chinese counterparts not only on North Korea, but a range of other sensitive issues, including the South China Sea and the so-called war on terrorism.Acting Assistant Secretary of State for East Asia, Susan Thornton, told Voice of America that  all parties should freeze any construction or militarisation of features  in the South China Sea a comment directed especially at China. Last month, the US navy carried out another provocative  freedom of navigation  operation, sending a guided missile destroyer within the 12-nautical-mile territorial limit claimed by China around one of its islets.Trade and economic issues were excluded from yesterday s US-China Diplomatic and Security Dialogue but remained just below the surface. During last year s presidential election campaign, Trump repeatedly denounced China s trade policies and threatened punitive trade war measures. In seeking Beijing s assistance to pressure Pyongyang, Trump suggested the US could make concessions on trade.Having tweeted that Chinese efforts have  not worked out,  the implicit threat is that the US could ramp up the pressure on China over trade.  What Trump is saying is, I don t need you on North Korea now, and therefore maybe we should have it out on these other issues, like trade,  analyst John Delury told the New York Times.China is reluctant to impose new sanctions that will cripple North Korea s economy and provoke a political crisis that could be exploited by the US and its allies. At yesterday s talks, Chinese officials reiterated Beijing s call for renewed negotiations based on a freeze by Pyongyang on its nuclear and missile tests and a freeze by Washington on its joint military exercises in South Korea. The US has flatly rejected the proposal.Above all, the threat of US military strikes against North Korea hangs over Asia. Earlier this week, the Pentagon again sent two B-1 strategic bombers on a mission over the Korean Peninsula in a provocative show of force. The US Navy has two aircraft carrier strike groups stationed in the area, with another on its way.Any US military action against North Korea threatens to trigger an all-out conflict on the Korean Peninsula that could draw in other powers, including China, with devastating consequences. The Trump administration s recklessness is underscored by the fact that it is engaged in an escalating confrontation in Syria that threatens to provoke a clash with Russia and Iran, even as it is ramping up tensions in North East Asia.***FOR MORE INFORMATION ON NORTH KOREA: 21WIRE NORTH KOREA FILESSUPPORT OUR WORK BY SUBSCRIBING & BECOMING A MEMBER @21WIRE.TV",1,0,0.0038819468578769087,6620,very long (2K+),uncertain (<0.4),False Negative (Fake->Real)
"Trump on Obamacare repeal: from boasts of greatness to lessons learned (Reuters) - President Donald Trump on Friday was dealt his biggest blow since taking office just over two months ago when House Republican leaders pulled legislation to overhaul the U.S. healthcare system.  Throughout his presidential campaign and since taking office, Trump had repeatedly vowed to repeal and replace Obamacare, the signature domestic achievement of his Democratic predecessor, Barack Obama. Below are a sampling of tweets that Trump posted in March on his plans to repeal Obamacare, followed by comments from Trump on Friday after his fellow Republicans yanked the plan. Tweets on vow to repeal and replace Obamacare: March 7: “Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!”  March 9: “Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!” March 13: “ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet, by far! Republicans will come together and save the day.” March 16: “Great progress on healthcare. Improvements being made - Republicans coming together!”  March 24: “After seven horrible years of ObamaCare (skyrocketing premiums & deductibles, bad healthcare), this is finally your chance for a great plan!” Trump comments on Friday after the bill was pulled:  “We learned a lot about loyalty. We learned a lot about the vote-getting process.” “Perhaps the best thing that could happen is exactly what happened today, because we’ll end up with a truly great healthcare bill in the future after this mess known as Obamacare explodes.” “We really had it. It was pretty much there, within grasp.” “We learned a lot about some very arcane rules in obviously both the Senate and the House.” ",0,1,0.8238247843268034,1883,long (500-2K),confident (0.8+),False Positive (Real->Fake)
"Congressman wants Homeland Security to address SAT cheating overseas (Reuters) - A U.S. congressman called on the Department of Homeland Security to address whether foreign students are cheating on the SAT to get into American universities and illegally qualify for U.S. visas.  In a letter dated Wednesday and sent to the Homeland Security department, Representative Matt Salmon cited a March report by Reuters that detailed “the widespread practice of strategic cheating on the SAT by test preparation centers in Asia” and what he termed the “passive approach” of the test’s owner – the College Board – to stop cheating overseas.   Salmon, a Republican from Arizona and a member of a House committee on education, wrote in the letter that “certain foreign students could fraudulently gain the upper-hand in college admissions by high test scores due to being prepared by these dishonest test-prep centers, thus limiting the options of those students who took the test honestly.” Thousands of U.S. colleges use the standardized test to help select applicants. “I am concerned that under-qualified students are being admitted to U.S. schools under false pretenses,” Salmon wrote.  About 761,000 degree-seeking foreign students currently study in the United States, according to the Institute of International Education. “With such a generous foreign student system,” Salmon wrote, “it is important that we take every effort to ensure its integrity.” Homeland Security requires visas for international students to study in the United States.  A prospective student must be admitted to a U.S. school before applying for a student visa, and Salmon asked the department whether it had “any estimates on how many students may have entered the U.S. with faulty test scores.”  In an interview Thursday, Salmon said that he wants to ensure that “we’re not encouraging a bunch of cheats to come and study in our schools.”  The College Board, the New York-based not-for-profit that owns the SAT, did not respond to requests for comment. Gillian Christensen, deputy press secretary for Homeland Security, said the department will respond to Salmon’s letter. In an email, she said the department “is committed to ensuring the integrity of the student visa system, while protecting the freedoms and openness that are the hallmarks of our country.”  U.S. Immigration and Customs Enforcement “will aggressively pursue those who seek to exploit and corrupt America’s legal immigration system for personal gain,” Christensen wrote. Reuters reported in March that the College Board has often reused tests overseas after first giving them in America months or years earlier, even after some test questions began circulating online. College Board officials have said they are unable to assess how many test-takers have seen actual exam material before taking the SAT. But Reuters found students who had attended test-preparation centers in China and who said they had seen questions ahead of time from SATs they subsequently took. Reuters identified 14 times since late 2013 when parts of an SAT given internationally had been publicly exposed before the exam was given overseas. A confidential PowerPoint presentation, prepared by College Board officials in June 2013, revealed that parts of nine of 18 exams in the organization’s global inventory had been “compromised.” Even so, College Board officials confirmed that some portions of those tainted tests were later administered overseas.  In his letter to Homeland Security, Salmon wrote: “I was greatly disturbed by recent news reports regarding The College Board’s passive approach to preventing and addressing cheating on the SAT test abroad.” ",0,1,0.7418978850288851,3681,very long (2K+),moderate (0.6-0.8),False Positive (Real->Fake)
"American Scientists Harvesting Human Organs in Live Pigs, Creating a Human-Pig Embryo 21st Century Wire says This is one step closer to the future industry of farming organs in human surrogates.American scientists are now trying to grow human organs inside of pigs in order to  tackle the donor shortage  (problem, reaction, solution).The potential for limitless profits here is immense  The GuardianScientists trying to grow human organs inside pigs in an attempt to tackle a shortage of donors have successfully created part-human, part-pig embryos, it has been reported.Researchers at the University of California, Davis combined human stem cells and pig DNA and allowed the embryos to mature for 28 days, before terminating the experiment and analysing the tissue.They believe that the animals, which would have a human internal organ, may look and behave like any other pig and could be a ready source of organs for life-saving transplants.It was reported earlier this year that scientists had begun attempts to create the embryos but there has been opposition from authorities. In September last year, the US National Institutes of Health said it would not back research into so-called chimeras until it knew more about the implications.It cited fears that the presence of human cells could affect the animal s brain and behaviour, potentially making it more human. Prof Pablo Ross, the reproductive biologist leading the research, sought to calm those fears, saying that there was a  very low potential for a human brain to grow .Peter Stevenson, from Compassion in World Farming, told the BBC s Panorama programme:  I m nervous about opening up a new source of animal suffering. Let s first get many more people to donate organs. If there is still a shortage after that, we can consider using pigs, but on the basis that we eat less meat so that there is no overall increase in the number of pigs being used for human purposes. But Prof Ross said:  Our hope is that this pig embryo will develop normally but the pancreas will be made almost exclusively out of human cells and could be compatible with a patient for transplantation. Continue this story at the GuardianREAD MORE TRANSHUMANISM NEWS AT: 21st Century Wire Transhumanist Files",1,0,0.2507977694211289,2245,very long (2K+),uncertain (<0.4),False Negative (Fake->Real)
"BuzzFeed terminates Republican ad deal over Trump NEW YORK (Reuters) - Online media outlet BuzzFeed has pulled out of an advertising deal reported to be worth $1.3 million with the Republican National Committee over objections to the party’s presumptive nominee Donald Trump. In an e-mail to employees on Monday, BuzzFeed founder and CEO Jonah Peretti wrote: “We don’t run cigarette ads because they are hazardous to our health, and we won’t accept Trump ads for the exact same reason.” “The Trump campaign is directly opposed to the freedoms of our employees in the United States and around the world and in some cases, such as his proposed ban on international travel for Muslims, would make it impossible for our employees to do their jobs,” Peretti wrote in the note, which was posted to BuzzFeed.com.  BuzzFeed declined further comment. Neither BuzzFeed nor the RNC would confirm the exact value of the deal, reported by Politico to be $1.3 million. According to an RNC official who declined to be identified, the deal was less than 1 percent of the party’s ad budget of about $150 million and was effectively a reservation for ad space, not a firm commitment to place ads with BuzzFeed. Trump’s campaign spokeswoman Hope Hicks said she had “nothing to add.”    The RNC provides national leadership for the Republican Party. Trump is expected to be officially nominated as the party’s candidate for the Nov. 8 U.S. presidential election at the Republican National Convention in July.  ",0,1,0.8059033042675274,1490,long (500-2K),confident (0.8+),False Positive (Real->Fake)
" Russian Photographer In The Oval Office Raises Eyebrows, Security Problems Former U.S. intelligence officials have criticized the presence of a Russian photographer capturing President Trump s meeting with Russian Foreign Minister Sergei Lavrov in the Oval Office on Wednesday, citing the potential for a security breach. Concerns were raised after photographs of the meeting were posted on the TASS Russian News Agency website.The White House, however, is playing down the situation, with one senior administration official stating that the Russian had to go through the same screening as a member of the U.S. press going through the main gate to the [White House] briefing room.  Furthermore, the official claims that the White House was misled, claiming that Russian officials had stated that the individual in question was actually Lavrov s personal photographer, concealing the fact that he was also a TASS employee, clearing demonstrating their screening of the Russian photographer was not sufficient. We were not informed by the Russians that their official photographer was dual-hatted and would be releasing the photographs on the state news agency,  said the White House administration official.Former deputy CIA director David S. Cohen was one of several who expressed their concerns over the Russian photographer s presence. Cohen took to Twitter to respond to an online question as to whether or not he thought it was an intelligent decision to have the photographer present at the event, tweeting No it was not.  However, Cohen would not elaborate when pressed for further opinions.Other former security officials have made their unease over the whole situation public, with some describing it as a potential security threat, claiming that White House security screenings aren t foolproof and sophisticated espionage devices could be missed. Others have noted that, not only is it not below the Russians to plant a bug in the White House, but if they managed to pull off such a feat, it wouldn t be the first time they were successful. In late 1999, a listening device that was eventually traced back to Russia was found in a White House conference room where Secretary of State Madeleine Albright had been conducting meetings.Featured image by Chip Somodevilla/Getty Images",1,0,0.0740218840353817,2290,very long (2K+),uncertain (<0.4),False Negative (Fake->Real)
